"tollgate_id","time_window","direction","volume","Friday","Monday","Saturday","Sunday","Thursday","Tuesday","Wednesday","hour__8","hour__9","hour__18","hour__19","X0","X20","X40","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation","X1","X2","X3","X4","X5","X6"
1,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",0,46,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1008.3,1013.3,351,5.3,23.8,72,0.1,0,0,0,0,0,0
1,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",0,56,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1008.3,1013.3,351,5.3,23.8,72,0.1,0,0,0,0,0,0
1,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",0,41,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1008.3,1013.3,351,5.3,23.8,72,0.1,0,0,0,0,0,0
1,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",0,50,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1008.3,1013.3,351,5.3,23.8,72,0.1,0,0,0,0,0,0
1,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",0,49,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1008.3,1013.3,351,5.3,23.8,72,0.1,0,0,0,0,0,0
1,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",0,44,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1008.3,1013.3,351,5.3,23.8,72,0.1,0,0,0,0,0,0
1,"[2016-09-19 18:00:00,2016-09-19 18:20:00)",0,29,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1011.1,1016.1,333,2.4,20.2,75,0,46,56,41,50,49,44
1,"[2016-09-19 18:20:00,2016-09-19 18:40:00)",0,27,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1011.1,1016.1,333,2.4,20.2,75,0,46,56,41,50,49,44
1,"[2016-09-19 18:40:00,2016-09-19 19:00:00)",0,18,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1011.1,1016.1,333,2.4,20.2,75,0,46,56,41,50,49,44
1,"[2016-09-19 19:00:00,2016-09-19 19:20:00)",0,13,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1011.1,1016.1,333,2.4,20.2,75,0,46,56,41,50,49,44
1,"[2016-09-19 19:20:00,2016-09-19 19:40:00)",0,22,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1011.1,1016.1,333,2.4,20.2,75,0,46,56,41,50,49,44
1,"[2016-09-19 19:40:00,2016-09-19 20:00:00)",0,27,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1011.1,1016.1,333,2.4,20.2,75,0,46,56,41,50,49,44
1,"[2016-09-20 08:00:00,2016-09-20 08:20:00)",0,53,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1012.6,1017.6,11,4.5,25.4,42,0,29,27,18,13,22,27
